"","sa2_area","total_pop","male","female","overseas","childcare","employ","oc_positive","oc_negative","sp_male","sp_female","sp_total","student","age0","age10","age20","age30","age40","age50","age60","age70","age80","age90","age100","below_median_inc","above_median_rent","yr12_perc","bach_perc","IRSD","IRSAD","major_cities","inner_regional","outer_regional","remote","very_remote","SA2_MAINCODE_2016","SA2_5DIGIT","GCC_NAME","time_to_orange","time_to_nowra","time_to_canberra","time_to_port","time_to_rpa","time_to_westmead","shortest_time"
"411","Dulwich Hill - Lewisham",16809,47.8196204414302,52.1922779463383,40.2819917901124,20.7210422987685,2.89130822773514,48.4552416160549,6.58832849221019,0.547325837349039,3.52192277946338,4.06924861681242,23.2672972812184,1822,1460,2775,3122,2715,2130,1347,888,452,100,0,0.443754951148666,0.30102983892263,0.572193467785115,0.32726515557142,"7","9",1,0,0,0,0,120031394,11394,"Greater Sydney",13441.6120341106s (~3.73 hours),7999.579497883s (~2.22 hours),12309.755709941s (~3.42 hours),17388.0236567476s (~4.83 hours),520.157326018248s (~8.67 minutes),1461.91203411056s (~24.37 minutes),520.157326018248s (~8.67 minutes)
"412","Haberfield - Summer Hill",13474,48.9090099450794,51.0909900549206,38.0362179011429,21.8940181089506,2.27846222354164,54.4001436781609,5.47772988505747,0.601157785364406,2.8573549057444,3.4585126911088,25.2783137895206,1551,1356,1849,2070,2109,1814,1255,715,582,165,3,0.43426724137931,0.266702586206897,0.556776013062194,0.331156301024195,"9","9",1,0,0,0,0,120031395,11395,"Greater Sydney",13270.6687969087s (~3.69 hours),8122.90437690421s (~2.26 hours),12421.1385449952s (~3.45 hours),17203.2276956231s (~4.78 hours),526.732607564836s (~8.78 minutes),1290.96879690867s (~21.52 minutes),526.732607564836s (~8.78 minutes)
"413","Homebush",16211,52.76047128493,47.23952871507,73.9066066251311,18.6848436246993,4.34273024489544,33.8816295157571,19.554189085319,0.511998026031707,2.40577385725742,2.91777188328912,25.3038060576152,1888,1380,4296,3937,1730,1435,876,420,201,40,0,0.556033820138355,0.413066871637202,0.62562457590525,0.340571217074826,"6","8",1,0,0,0,0,120031396,11396,"Greater Sydney",12829.7020193911s (~3.56 hours),7946.93316247761s (~2.21 hours),12248.6421848947s (~3.4 hours),16805.3623849812s (~4.67 hours),1047.72613474958s (~17.46 minutes),850.002019391095s (~14.17 minutes),850.002019391095s (~14.17 minutes)
"414","Strathfield",25016,50.1079309242085,49.8840741925168,65.3062040294212,16.9971218420211,3.63767188999041,45.9547264724376,17.564451896877,0.407739047009914,2.61032938919092,3.01806843620083,28.6696514230892,2060,2632,6405,4087,2603,2799,1945,1304,901,269,3,0.524418360930623,0.331796269125969,0.662496002558363,0.358330668372242,"7","9",1,0,0,0,0,120031575,11575,"Greater Sydney",12938.7563622545s (~3.59 hours),7912.15872234889s (~2.2 hours),12208.6173486939s (~3.39 hours),16904.1612984519s (~4.7 hours),946.519780791232s (~15.78 minutes),959.05636225449s (~15.98 minutes),946.519780791232s (~15.78 minutes)
"415","Strathfield South",3542,49.0118577075099,51.0163749294184,49.9435347261434,21.3721061547148,3.55731225296443,52.8315946348733,8.34575260804769,0.875211744776962,3.75494071146245,4.63015245623941,27.046866177301,439,442,542,515,497,484,325,196,98,14,0,0.53204172876304,0.229508196721311,0.547713156408809,0.257199322416714,"7","8",1,0,0,0,0,120031576,11576,"Greater Sydney",13053.3817950889s (~3.63 hours),7743.37273497036s (~2.15 hours),12038.799915326s (~3.34 hours),17031.6099915326s (~4.73 hours),972.976206604572s (~16.22 minutes),1073.68179508891s (~17.89 minutes),972.976206604572s (~16.22 minutes)
"416","Chatswood (East) - Artarmon",28683,47.5159502144127,52.4945089425792,63.6474566816581,22.2501133075341,3.10985601227208,43.0053930380781,13.3436836084327,0.522957849597322,3.17609733988774,3.69905518948506,27.6261200013946,3651,2816,4876,5748,4056,2846,2274,1317,842,258,0,0.460696192188266,0.40619382252002,0.645399714116376,0.388278771397692,"7","9",1,0,0,0,0,121011398,11398,"Greater Sydney",13650.7295029863s (~3.79 hours),8912.97946980546s (~2.48 hours),13385.5308476826s (~3.72 hours),16329.860521812s (~4.54 hours),1032.37946980546s (~17.21 minutes),1675.52950298627s (~27.93 minutes),1032.37946980546s (~17.21 minutes)
"417","Chatswood (West) - Lane Cove North",20857,48.3962218919308,51.5989835546819,51.5606271275831,22.9898834923527,2.82399194515031,52.8178539224527,7.34896302975654,0.493838998897253,2.49796231481038,2.99180131370763,24.6056479838903,2630,1907,3303,4304,2959,2229,1738,1004,596,180,3,0.39404869251578,0.314585211902615,0.649566092918445,0.403030157740806,"10","10",1,0,0,0,0,121011399,11399,"Greater Sydney",13540.3606162411s (~3.76 hours),8926.27853714725s (~2.48 hours),13272.1172825878s (~3.69 hours),16324.4806104819s (~4.53 hours),1097.35691591476s (~18.29 minutes),1565.16061624112s (~26.09 minutes),1097.35691591476s (~18.29 minutes)
"418","Lane Cove - Greenwich",26733,49.2724348183893,50.7425279616953,37.3321363109266,24.6062918490255,2.34915647327273,64.2406238395841,3.18418121054586,0.452624097557326,2.23693562263869,2.68955972019601,27.3220364343695,3461,3370,3117,3992,3942,3417,2577,1670,907,276,5,0.317489788340141,0.234404010397326,0.61878577039614,0.40478060823701,"10","10",1,0,0,0,0,121011400,11400,"Greater Sydney",13598.2167706038s (~3.78 hours),8878.41909331939s (~2.47 hours),13258.6884909817s (~3.68 hours),16493.0745434856s (~4.58 hours),986.796310541842s (~16.45 minutes),1622.62469472348s (~27.04 minutes),986.796310541842s (~16.45 minutes)
"419","St Leonards - Naremburn",10500,48.5333333333333,51.4666666666667,51.4476190476191,20.8857142857143,2.4952380952381,43.1754315535929,6.56362906463268,0.514285714285714,2.22857142857143,2.74285714285714,19.9238095238095,1282,598,1746,2857,1553,1038,835,376,174,33,0,0.272581292653553,0.421918908069049,0.674095238095238,0.463333333333333,"10","10",1,0,0,0,0,121011401,11401,"Greater Sydney",13707.6094101928s (~3.81 hours),8733.04914105745s (~2.43 hours),13266.8246611949s (~3.69 hours),16589.9582267608s (~4.61 hours),849.188528345104s (~14.15 minutes),1732.40941019278s (~28.87 minutes),849.188528345104s (~14.15 minutes)
"420","Willoughby - Castle Cove - Northbridge",25463,48.4349840945686,51.5846522405058,36.3075835526057,26.4776342143502,2.00290617759101,69.4373401534527,3.10102301790281,0.538035581039155,2.39563287907945,2.9336684601186,29.2895573970074,3810,3605,2015,2816,4304,3510,2598,1567,964,264,10,0.324808184143222,0.170076726342711,0.576719161135766,0.361465656049955,"10","10",1,0,0,0,0,121011402,11402,"Greater Sydney",13901.2967586044s (~3.86 hours),8874.49291607732s (~2.47 hours),13409.4929160773s (~3.72 hours),16497.8574178846s (~4.58 hours),991.774646393211s (~16.53 minutes),1926.09675860443s (~32.1 minutes),991.774646393211s (~16.53 minutes)
"421","Asquith - Mount Colah",18291,49.1717237985895,50.8282762014105,31.6549122519272,27.2265048384451,2.27434257285004,73.5595292679199,3.30123796423659,0.590454321797605,2.68438029632059,3.2748346181182,28.2652670712372,2600,2520,1910,2141,2924,2708,1923,1068,405,89,0,0.485709918997402,0.107595904019563,0.51435132032147,0.250068339620578,"10","10",1,0,0,0,0,121021403,11403,"Greater Sydney",13803.0887355567s (~3.83 hours),9736.68264060019s (~2.7 hours),13965.0826406002s (~3.88 hours),15410.0963145501s (~4.28 hours),2453.36149717978s (~40.89 minutes),1831.98264060019s (~30.53 minutes),1831.98264060019s (~30.53 minutes)
"422","Berowra - Brooklyn - Cowan",11699,49.7478416958714,50.1923241302675,24.5662022395076,28.5238054534576,2.04290965039747,75.2142857142857,2,0.658175912471151,2.1882212154885,2.84639712795965,28.2844687580135,1678,1711,1008,1296,1975,1741,1288,719,237,36,0,0.47952380952381,0.0928571428571429,0.472348063937089,0.230703478929823,"10","10",0.83547619047619,0.164047619047619,0,0,0,121021404,11404,"Greater Sydney",14151.923539959s (~3.93 hours),10081.423539959s (~2.8 hours),14309.823539959s (~3.97 hours),14922.779585041s (~4.15 hours),2778.22353995902s (~46.3 minutes),2176.72353995902s (~36.28 minutes),2176.72353995902s (~36.28 minutes)
"423","Normanhurst - Thornleigh - Westleigh",18531,48.6913820085263,51.3194107171766,35.0925476229022,26.8145270087961,2.180130591981,73.2007288187064,2.62678408745824,0.539636285143813,2.43915600885004,2.97879229399385,29.4425557174464,2533,2783,1635,2113,2999,2459,1882,1376,612,145,0,0.459155784998482,0.105375037959308,0.552695483244293,0.316982353893476,"10","10",1,0,0,0,0,121021406,11406,"Greater Sydney",13256.2416877592s (~3.68 hours),9185.74168775917s (~2.55 hours),13414.1416877592s (~3.73 hours),15508.5586138187s (~4.31 hours),2056.63298508266s (~34.28 minutes),1281.04168775917s (~21.35 minutes),1281.04168775917s (~21.35 minutes)
"424","Hornsby - East",11798,48.7455500932361,51.2290218681132,63.5192405492456,24.0125444990676,3.76334972029157,41.5666094911378,13.093196112064,0.754365146635023,3.67011357857264,4.42447872520766,24.6397694524496,1636,938,1880,2737,1789,1197,854,439,260,58,0,0.578997522393749,0.433390508862207,0.630191557891168,0.362773351415494,"6","8",1,0,0,0,0,121021577,11577,"Greater Sydney",13504.4461910008s (~3.75 hours),9433.94619100076s (~2.62 hours),13662.3461910008s (~3.8 hours),15451.4778493348s (~4.29 hours),2168.09961867638s (~36.13 minutes),1529.24619100076s (~25.49 minutes),1529.24619100076s (~25.49 minutes)
"425","Hornsby - West",10684,49.4196929988768,50.5709472107825,45.1048296518158,24.9906402096593,2.77985773118682,61.5675165250236,4.65061378659112,0.645825533508049,3.05129165106702,3.69711718457506,26.1231748408836,1432,1253,1100,1610,1689,1371,1117,668,338,109,0,0.524787535410765,0.165722379603399,0.54623736428304,0.301198053163609,"8","9",1,0,0,0,0,121021578,11578,"Greater Sydney",13579.1780538108s (~3.77 hours),9508.67805381082s (~2.64 hours),13737.0780538108s (~3.82 hours),15483.4811568388s (~4.3 hours),2267.86972907097s (~37.8 minutes),1603.97805381082s (~26.73 minutes),1603.97805381082s (~26.73 minutes)
"426","Waitara - Wahroonga (West)",9602,48.1566340345761,51.8433659654239,58.3732555717559,26.3590918558634,3.12434909393876,47.6226039332835,10.1568334578043,0.489481358050406,3.25973755467611,3.74921891272652,25.1614247031868,1414,921,1020,2024,1400,863,802,549,464,142,0,0.492905153099328,0.312173263629574,0.597063111851698,0.378775255155176,"8","9",1,0,0,0,0,121021579,11579,"Greater Sydney",13435.0430107527s (~3.73 hours),9364.54301075269s (~2.6 hours),13592.9430107527s (~3.78 hours),15371.4171834221s (~4.27 hours),2084.63013884539s (~34.74 minutes),1459.84301075269s (~24.33 minutes),1459.84301075269s (~24.33 minutes)
"427","Gordon - Killara",21328,48.0213803450863,51.9973743435859,50.004688672168,24.8546511627907,2.8460240060015,67.1028037383178,4.89719626168224,0.562640660165041,2.8460240060015,3.40866466616654,30.8842835708927,2361,3412,2376,2296,3134,3049,2123,1393,867,318,7,0.385420560747664,0.204735202492212,0.63723743435859,0.405288822205551,"10","10",1,0,0,0,0,121031407,11407,"Greater Sydney",13534.4187605555s (~3.76 hours),9036.41876055545s (~2.51 hours),13339.0187605555s (~3.71 hours),15915.6704025145s (~4.42 hours),1514.45700881967s (~25.24 minutes),1559.21876055545s (~25.99 minutes),1514.45700881967s (~25.24 minutes)
"428","Lindfield - Roseville",23147,48.5419276796129,51.4839936060829,40.2946386140753,26.3662677668812,2.23355078411889,71.4201877934272,3.32159624413146,0.509785285350153,2.31995506977146,2.82974035512161,31.2049077634251,3076,3537,2329,2630,3534,3131,2300,1515,849,245,0,0.338028169014085,0.170774647887324,0.619129908843479,0.403335205426189,"10","10",1,0,0,0,0,121031408,11408,"Greater Sydney",13656.9240001728s (~3.79 hours),9079.73097952837s (~2.52 hours),13442.3316532781s (~3.73 hours),16148.2529195819s (~4.49 hours),1299.31282715729s (~21.66 minutes),1681.72400017276s (~28.03 minutes),1299.31282715729s (~21.66 minutes)
"429","Pymble",16354,47.4868533692063,52.5070319187966,39.5744160450043,27.1615506909625,2.48257307080836,76.1689553276551,2.10325047801147,0.360768007826831,2.23798459092577,2.5987525987526,32.6342179283356,2278,2685,1487,1668,2626,2374,1603,971,530,126,0,0.329393359986094,0.123935338084478,0.613733643145408,0.393970893970894,"10","10",1,0,0,0,0,121031409,11409,"Greater Sydney",13461.6210693943s (~3.74 hours),8964.65415569302s (~2.49 hours),13267.254155693s (~3.69 hours),15756.9137012311s (~4.38 hours),1578.15415569302s (~26.3 minutes),1486.42106939426s (~24.77 minutes),1486.42106939426s (~24.77 minutes)
"430","St Ives",20456,47.8343762221353,52.1509581540868,47.9859210011732,27.8255768478686,2.10207274149394,77.0358732652527,1.96386488609584,0.435080172076652,2.29272585060618,2.72780602268283,29.1357059053578,2766,2914,1673,2162,3114,2763,2057,1780,1032,193,5,0.37758575543336,0.121235925634983,0.60075283535393,0.359552209620649,"10","10",1,0,0,0,0,121031410,11410,"Greater Sydney",13752.5598276369s (~3.82 hours),9254.55982763686s (~2.57 hours),13557.1598276369s (~3.77 hours),15950.036960141s (~4.43 hours),1811.88646067966s (~30.2 minutes),1777.35982763686s (~29.62 minutes),1777.35982763686s (~29.62 minutes)
"431","Turramurra",19267,47.635854050968,52.3381948409197,37.810764519645,25.3698032906005,2.00342554627083,76.1698561251571,1.94161195697723,0.456739502776769,2.16432241656719,2.62106191934396,28.0220065396792,2328,2766,1515,1703,2868,2535,1928,1728,1403,490,0,0.37379522279648,0.113144293895796,0.585508901230082,0.359578554004256,"10","10",1,0,0,0,0,121031411,11411,"Greater Sydney",13660.2653479208s (~3.79 hours),9233.42642331225s (~2.56 hours),13536.0264233122s (~3.76 hours),15684.6882038785s (~4.36 hours),1846.70642953438s (~30.78 minutes),1685.06534792077s (~28.08 minutes),1685.06534792077s (~28.08 minutes)
"432","Wahroonga (East) - Warrawee",17822,48.322298283021,51.6945348445741,38.6600830434295,25.2665245202559,2.06486365166648,77.4952320406866,1.8595041322314,0.381550892155763,2.14341824711031,2.52496913926608,30.843900796768,1921,3217,1746,1579,2578,2644,1792,1298,805,246,0,0.33041958041958,0.121265098537826,0.594994950061721,0.366569408596117,"10","10",1,0,0,0,0,121031412,11412,"Greater Sydney",13525.2268957014s (~3.76 hours),9344.30912963067s (~2.6 hours),13620.4119206411s (~3.78 hours),15499.2865213249s (~4.31 hours),1970.07210670851s (~32.83 minutes),1550.0268957014s (~25.83 minutes),1550.0268957014s (~25.83 minutes)
"433","Cremorne - Cammeray",19084,46.3844057849507,53.5789142737372,41.3697338084259,22.6996436805701,2.2269964368057,55.9721011333915,3.47646033129904,0.508279186753301,2.35799622720604,2.86627541395934,19.9486480821631,2290,1338,2327,3807,2947,2266,2214,1312,470,104,0,0.296316477768091,0.360178727114211,0.660500943198491,0.432142108572626,"10","10",1,0,0,0,0,121041413,11413,"Greater Sydney",13845.5691152533s (~3.85 hours),8689.94373326332s (~2.41 hours),13224.9437332633s (~3.67 hours),16757.3768023103s (~4.65 hours),807.058666316618s (~13.45 minutes),1870.36911525335s (~31.17 minutes),807.058666316618s (~13.45 minutes)
"434","Crows Nest - Waverton",18026,46.9488516587152,53.0345057139687,44.7076445134805,19.6937756573838,2.15799400865417,49.983208328669,4.58972349714542,0.47708864972817,2.18573172084766,2.66282037057583,17.6633751248197,1862,923,3034,4577,2693,1912,1607,938,417,66,0,0.280085077801411,0.413746781596328,0.700099855763897,0.479917896371907,"10","10",1,0,0,0,0,121041414,11414,"Greater Sydney",13776.8692022366s (~3.83 hours),8671.97511487571s (~2.41 hours),13206.9751148757s (~3.67 hours),16695.391369097s (~4.64 hours),778.346819465205s (~12.97 minutes),1801.66920223662s (~30.03 minutes),778.346819465205s (~12.97 minutes)
"435","Mosman",28476,46.323219553308,53.6978508217446,40.4656552886641,23.2581823289788,1.99466217165332,59.4237888298728,2.61548366328666,0.438966146930749,2.40202275600506,2.84098890293581,24.1080207894367,3275,3318,2802,3818,4349,3944,3133,2303,1158,382,8,0.278206985353291,0.277402221149203,0.624947324062368,0.402303694339093,"10","10",1,0,0,0,0,121041415,11415,"Greater Sydney",13976.6654978568s (~3.88 hours),8835.06549785679s (~2.45 hours),13370.0654978568s (~3.71 hours),16902.5654978568s (~4.7 hours),954.465497856792s (~15.91 minutes),2001.46549785679s (~33.36 minutes),954.465497856792s (~15.91 minutes)
"436","Neutral Bay - Kirribilli",17852,46.8574949585481,53.1593098812458,45.457091642393,17.6450817835537,2.38068563746359,43.653085231526,4.15998288953053,0.492941967286579,2.050190454851,2.54313242213758,16.2726865337217,1476,867,3113,4157,2449,1921,1811,1226,598,236,6,0.279328414073361,0.420596727622714,0.693927851221152,0.465438046157293,"10","10",1,0,0,0,0,121041416,11416,"Greater Sydney",13843.6963405777s (~3.85 hours),8605.24076205375s (~2.39 hours),13140.2407620537s (~3.65 hours),16769.5963405777s (~4.66 hours),724.093284541036s (~12.07 minutes),1868.49634057769s (~31.14 minutes),724.093284541036s (~12.07 minutes)
"437","North Sydney - Lavender Bay",10703,49.2011585536765,50.8268709707559,52.5086424367,16.6121648136037,2.41053910118658,42.0808836629254,4.38268305718867,0.504531439783238,1.76586003924133,2.27039147902457,17.3035597496029,754,680,1931,2488,1482,1270,1156,695,208,42,0,0.222697309816497,0.451986460003563,0.701298701298701,0.497991217415678,"10","10",1,0,0,0,0,121041417,11417,"Greater Sydney",13835.6606179775s (~3.84 hours),8606.31391385768s (~2.39 hours),13141.2917228464s (~3.65 hours),16761.6873220974s (~4.66 hours),707.810814606742s (~11.8 minutes),1860.45640449438s (~31.01 minutes),707.810814606742s (~11.8 minutes)
"438","Balgowlah - Clontarf - Seaforth",20188,48.087973053299,51.8872597582722,35.8381216564296,27.8729938577373,1.84763225678621,70.0708461435637,2.56650180457158,0.525064394689915,2.31820883693283,2.84327323162275,29.2351892213196,3129,2895,1694,2240,3594,2841,1850,1198,604,139,3,0.314663814997995,0.174709263467451,0.560877749157916,0.332771943728948,"10","10",1,0,0,0,0,122011418,11418,"Greater Sydney",14338.6530968636s (~3.98 hours),9198.70310181063s (~2.56 hours),13733.7031018106s (~3.81 hours),17153.2271346591s (~4.76 hours),1318.10310181063s (~21.97 minutes),2363.45309686356s (~39.39 minutes),1318.10310181063s (~21.97 minutes)
"439","Manly - Fairlight",21704,49.1706597862145,50.8339476594176,45.0700331736086,21.1758201253225,2.17010689273867,50.552733791455,4.2426053181954,0.543678584592702,1.94434205676373,2.48802064135643,19.074824917066,2310,1552,3228,4822,3092,2517,1949,1361,686,187,0,0.289313813365203,0.378049995020416,0.636150018429783,0.404902322152599,"10","10",1,0,0,0,0,122011419,11419,"Greater Sydney",14494.1054964784s (~4.03 hours),9352.50549647839s (~2.6 hours),13887.5054964784s (~3.86 hours),17352.4371817889s (~4.82 hours),1471.90549647839s (~24.53 minutes),2518.90549647839s (~41.98 minutes),1471.90549647839s (~24.53 minutes)
